Species,Class,Category,Habitat,PopTrend,Rep_AOO_km2,Rep_EOO_km2,Elev_lower,Elev_upper,ForestDependency,Unprotected_km2,PA_km2,IL_km2,PIA_km2,total_km2,fracPA,fracIL,fracPIA,fracUnPro,ThreatScore
Avahi cleesei,MAMMALIA,CR,Forest important,Decreasing,NA,490,27,82,NA,60,8,0,0,68,0.1176470588235294,0,0,0.8823529411764706,32
Biswamoyopterus laoensis,MAMMALIA,DD,Forest important,Unknown,NA,NA,160,1600,NA,22,600,79,2658,3359,0.17862459065197975,0.023518904435844,0.7913069365882703,0.00654956832390592,8
Grammomys selousi,MAMMALIA,LC,Forest important,Unknown,560,670,NA,600,NA,649,338,0,0,987,0.342451874366768,0,0,0.6575481256332321,2
Bunomys coelestis,MAMMALIA,EN,Forest unimportant,Decreasing,NA,150,1800,2500,NA,34,0,70,1,105,0,0.6666666666666666,0.00952380952380952,0.3238095238095238,16
Hesperoptenus doriae,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,0,1000,NA,991,0,4396,90,5477,0,0.802629176556509,0.01643235347818148,0.1809384699653095,16
Hesperoptenus gaskelli,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,0,500,NA,0,21,0,0,21,1,0,0,0,16
Chodsigoa sodalis,MAMMALIA,DD,Forest important,Unknown,NA,NA,1500,2500,NA,2263,3245,171,336,6015,0.5394846217788861,0.028428927680798,0.05586034912718204,0.37622610141313384,16
Heterogeomys lanius,MAMMALIA,CR,Forest unimportant,Decreasing,NA,87.68616,2400,3000,NA,40,0,0,0,40,0,0,0,1,32
Bunomys penitus,MAMMALIA,LC,Forest unimportant,Unknown,NA,38696,1285,2287,NA,374,111,1335,1207,3027,0.03666997026759167,0.44103072348860256,0.3987446316484969,0.12355467459530887,2
Bunomys prolatus,MAMMALIA,EN,Forest unimportant,Decreasing,NA,1063,NA,NA,NA,0,0,847,176,1023,0,0.8279569892473119,0.1720430107526882,0,16
Habromys ixtlani,MAMMALIA,CR,Forest unimportant,Decreasing,NA,93.29542,2500,3000,NA,0,0,108,0,108,0,1,0,0,32
Habromys lepturus,MAMMALIA,CR,Forest unimportant,Decreasing,NA,86,2500,NA,NA,0,0,13,0,13,0,1,0,0,32
Bunomys torajae,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,2500,2600,NA,0,0,0,11,11,0,0,1,0,8
Kadarsanomys sodyi,MAMMALIA,EN,Forest unimportant,Unknown,NA,278,NA,NA,NA,69,231,26,31,357,0.6470588235294118,0.07282913165266107,0.08683473389355742,0.19327731092436976,16
Habromys schmidlyi,MAMMALIA,CR,Forest unimportant,Decreasing,NA,98.48,1800,NA,NA,84,0,4,6,94,0,0.0425531914893617,0.06382978723404255,0.8936170212765957,32
Marmosops handleyi,MAMMALIA,CR,Forest important,Decreasing,8,68,NA,NA,NA,101,0,0,0,101,0,0,0,1,32
Lonchophylla orcesi,MAMMALIA,DD,Forest important,Unknown,NA,NA,NA,NA,NA,117,1142,0,0,1259,0.9070691024622716,0,0,0.09293089753772836,8
Lepilemur grewcockorum,MAMMALIA,CR,Forest important,Decreasing,NA,143,172,361,NA,7,0,0,0,7,0,0,0,1,32
Lepilemur hollandorum,MAMMALIA,CR,Forest important,Decreasing,NA,393,279,374,NA,62,98,0,0,160,0.6125,0,0,0.3875,32
Lepilemur jamesorum,MAMMALIA,CR,Forest important,Decreasing,NA,68,NA,NA,NA,69,36,0,0,105,0.34285714285714286,0,0,0.6571428571428571,32
Macrotarsomys ingens,MAMMALIA,EN,Forest unimportant,Decreasing,NA,3273,100,400,NA,111,850,0,0,961,0.8844953173777316,0,0,0.11550468262226848,16
Glischropus javanus,MAMMALIA,DD,Forest unimportant,Unknown,NA,661,NA,NA,NA,490,157,104,89,840,0.1869047619047619,0.1238095238095238,0.10595238095238096,0.5833333333333334,16
Mico saterei,MAMMALIA,LC,Forest important,Unknown,NA,18000,NA,NA,NA,11616,2286,19,9254,23175,0.09864077669902913,8.19848975188781e-4,0.39930960086299894,0.5012297734627832,2
Lepilemur microdon,MAMMALIA,EN,Forest important,Decreasing,NA,159,NA,NA,NA,52,159,0,0,211,0.7535545023696683,0,0,0.24644549763033177,16
Lophostoma kalkoae,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,419,23,4,0,446,0.0515695067264574,0.00896860986547085,0,0.9394618834080718,8
Microcebus bongolavensis,MAMMALIA,EN,Forest unimportant,Decreasing,NA,1068,NA,NA,NA,1073,1,0,0,1074,9.31098696461825e-4,0,0,0.9990689013035382,16
Melasmothrix naso,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,1830,2600,NA,929,43,1979,1105,4056,0.01060157790927021,0.4879191321499014,0.2724358974358974,0.22904339250493097,16
Gorilla beringei,MAMMALIA,CR,Forest important,Decreasing,NA,NA,600,3800,NA,28810,12021,11189,3445,55465,0.21673127197331651,0.20173082123861896,0.06211124132335707,0.5194266654647075,32
Microcebus gerpi,MAMMALIA,CR,Forest important,Decreasing,NA,NA,29,230,NA,40,0,0,0,40,0,0,0,1,32
Lepilemur randrianasoloi,MAMMALIA,EN,Forest important,Decreasing,NA,2198,47,139,NA,83,98,0,0,181,0.5414364640883977,0,0,0.4585635359116022,16
Gorilla gorilla,MAMMALIA,CR,Forest important,Decreasing,NA,NA,0,1900,NA,461003,107718,192057,34433,795211,0.13545838777381097,0.241517031328792,0.04330045736288859,0.5797241235345084,32
Microcebus jollyae,MAMMALIA,EN,Forest important,Decreasing,NA,183,NA,NA,NA,239,0,0,0,239,0,0,0,1,16
Gracilimus radix,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,0,0,154,262,416,0,0.3701923076923077,0.6298076923076923,0,8
Margaretamys elegans,MAMMALIA,NT,Forest unimportant,Decreasing,NA,4169,NA,NA,NA,2247,146,7527,3794,13714,0.01064605512614846,0.5488551844830101,0.2766515969082689,0.16384716348257256,4
Microcebus macarthurii,MAMMALIA,EN,Forest important,Decreasing,NA,1183,NA,NA,NA,879,6,0,0,885,0.00677966101694915,0,0,0.9932203389830508,16
Margaretamys parvus,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,2247,146,7492,3763,13648,0.01069753810082063,0.5489449003516998,0.27571805392731535,0.16463950762016413,16
Melomys fraterculus,MAMMALIA,EN,Forest important,Decreasing,NA,164,1800,NA,NA,0,0,0,134,134,0,0,1,0,16
Microcebus manitatra,MAMMALIA,CR,Forest important,Decreasing,NA,46,NA,NA,NA,62,0,0,0,62,0,0,0,1,32
Microperoryctes aplini,MAMMALIA,VU,Forest unimportant,Unknown,NA,NA,1800,2200,NA,0,0,50,0,50,0,1,0,0,8
Myosorex schalleri,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,6,0,137,0,143,0,0.958041958041958,0,0.04195804195804196,16
Maxomys bartelsii,MAMMALIA,LC,Forest unimportant,Stable,NA,17452,NA,NA,NA,4118,766,3569,868,9321,0.08218002360261774,0.38289883059757535,0.0931230554661517,0.4417980903336552,2
Monodelphis ronaldi,MAMMALIA,LC,Forest unimportant,Stable,NA,NA,NA,NA,NA,0,711,36,0,747,0.9518072289156626,0.04819277108433735,0,0,2
Hylopetes bartelsi,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,1,94,0,0,95,0.9894736842105264,0,0,0.01052631578947368,16
Microcebus marohita,MAMMALIA,CR,Forest important,Decreasing,NA,NA,NA,NA,NA,0,58,0,0,58,1,0,0,0,32
Niviventer culturatus,MAMMALIA,LC,Forest unimportant,Unknown,NA,5247,2000,3000,NA,575,1639,55,325,2594,0.6318427139552815,0.02120277563608327,0.12528912875867387,0.22166538164996144,2
Microcebus ravelobensis,MAMMALIA,VU,Forest important,Decreasing,NA,9486,0,350,NA,481,1053,0,0,1534,0.6864406779661016,0,0,0.3135593220338983,8
Palawanomys furvus,MAMMALIA,LC,Forest unimportant,Unknown,NA,NA,NA,NA,NA,23,1110,0,6,1139,0.974539069359087,0,0.00526777875329236,0.02019315188762072,2
Microcebus tanosi,MAMMALIA,EN,Forest important,Decreasing,NA,1215,NA,NA,NA,1078,11,0,0,1089,0.0101010101010101,0,0,0.98989898989899,16
Nyctophilus shirleyae,MAMMALIA,DD,Forest unimportant,Decreasing,NA,NA,500,1700,NA,372,0,0,0,372,0,0,0,1,8
